Date,Value
12/07/1949,171.78
11/07/1949,170.81
08/07/1949,170.92
07/07/1949,171.01
06/07/1949,170.68
05/07/1949,169.02
01/07/1949,168.08
30/06/1949,167.42
29/06/1949,166.76
28/06/1949,165.75
27/06/1949,166.79
24/06/1949,166.99
23/06/1949,166.77
22/06/1949,165.64
21/06/1949,165.71
20/06/1949,165.49
17/06/1949,163.78
16/06/1949,163.94
15/06/1949,164.58
14/06/1949,161.86
13/06/1949,161.6
10/06/1949,164.61
09/06/1949,165.73
08/06/1949,165.76
07/06/1949,165.29
06/06/1949,165.15
03/06/1949,167.24
02/06/1949,168.15
01/06/1949,167.98
31/05/1949,168.36
27/05/1949,171.53
26/05/1949,171.95
25/05/1949,171.84
24/05/1949,171.49
23/05/1949,172.32
21/05/1949,173.49
20/05/1949,173.49
19/05/1949,174.14
18/05/1949,174.92
17/05/1949,175.32
16/05/1949,175.76
14/05/1949,175.2
13/05/1949,174.82
12/05/1949,174.7
11/05/1949,174.4
10/05/1949,174.37
09/05/1949,175.17
07/05/1949,175.39
06/05/1949,175.5
05/05/1949,176.33
04/05/1949,176.63
03/05/1949,175
02/05/1949,174.53
30/04/1949,174.16
29/04/1949,174.06
28/04/1949,173.89
27/04/1949,174.56
26/04/1949,174.21
25/04/1949,173.64
23/04/1949,173.76
22/04/1949,173.42
21/04/1949,173.24
20/04/1949,175.69
19/04/1949,176.73
18/04/1949,177.16
16/04/1949,177.07
14/04/1949,176.62
13/04/1949,176.81
12/04/1949,176.99
11/04/1949,176.54
09/04/1949,176.75
08/04/1949,176.44
07/04/1949,176.04
06/04/1949,176.71
05/04/1949,177.04
04/04/1949,176.59
02/04/1949,176.88
01/04/1949,176.28
31/03/1949,177.1
30/03/1949,178.45
29/03/1949,178.39
28/03/1949,175.99
26/03/1949,175.82
25/03/1949,175.83
24/03/1949,176.41
23/03/1949,176.2
22/03/1949,174.83
21/03/1949,175.61
19/03/1949,176.07
18/03/1949,176.29
17/03/1949,176.33
16/03/1949,175.53
15/03/1949,176.02
14/03/1949,176.98
12/03/1949,176.96
11/03/1949,176.52
10/03/1949,175.64
09/03/1949,175.76
08/03/1949,176.09
07/03/1949,175.55
05/03/1949,174.93
04/03/1949,173.66
03/03/1949,173.76
02/03/1949,173.82
01/03/1949,174.18
28/02/1949,173.06
26/02/1949,171.62
25/02/1949,171.1
24/02/1949,171.48
23/02/1949,173.23
21/02/1949,174.19
19/02/1949,174.53
18/02/1949,174.71
17/02/1949,174.82
16/02/1949,173.28
15/02/1949,172.48
14/02/1949,172.16
11/02/1949,171.93
10/02/1949,172.41
09/02/1949,174.61
08/02/1949,173.71
07/02/1949,174.43
05/02/1949,175.6
04/02/1949,177.92
03/02/1949,180.09
02/02/1949,180.27
01/02/1949,180.39
31/01/1949,179.12
29/01/1949,179.35
28/01/1949,178.82
27/01/1949,179.52
26/01/1949,179.88
25/01/1949,179.65
24/01/1949,180.83
22/01/1949,181.54
21/01/1949,181
20/01/1949,181.43
19/01/1949,181.12
18/01/1949,180.55
17/01/1949,180.14
15/01/1949,179.15
14/01/1949,178.8
13/01/1949,180.17
12/01/1949,180.69
11/01/1949,180.76
10/01/1949,180.57
08/01/1949,181.41
07/01/1949,181.31
06/01/1949,180.22
05/01/1949,177.08
04/01/1949,175.49
03/01/1949,175.03
31/12/1948,177.3
30/12/1948,177.92
29/12/1948,177.58
28/12/1948,175.98
27/12/1948,177.4
24/12/1948,177.42
23/12/1948,176.49
22/12/1948,176.39
21/12/1948,176.35
20/12/1948,176.84
18/12/1948,175.69
17/12/1948,175.92
16/12/1948,175.83
15/12/1948,176.2
14/12/1948,176.59
13/12/1948,177.34
11/12/1948,177.49
10/12/1948,176.41
09/12/1948,175.75
08/12/1948,176.29
07/12/1948,176.67
06/12/1948,176.26
04/12/1948,176.22
03/12/1948,175
02/12/1948,173.61
01/12/1948,173.22
30/11/1948,171.2
29/11/1948,171.99
27/11/1948,172.9
26/11/1948,173.16
24/11/1948,173.4
23/11/1948,176.17
22/11/1948,176.33
20/11/1948,177.42
19/11/1948,176.98
18/11/1948,176.07
17/11/1948,176.07
16/11/1948,176.2
15/11/1948,176.01
13/11/1948,174.32
12/11/1948,173.93
10/11/1948,173.48
09/11/1948,173.94
08/11/1948,178.19
06/11/1948,178.94
05/11/1948,178.38
04/11/1948,184.54
03/11/1948,182.46
01/11/1948,189.76
30/10/1948,188.62
29/10/1948,188.28
28/10/1948,187.73
27/10/1948,189.28
26/10/1948,189.76
25/10/1948,189.52
23/10/1948,190.19
22/10/1948,189.76
21/10/1948,186.44
20/10/1948,186.51
19/10/1948,186.18
18/10/1948,185.33
16/10/1948,184.93
15/10/1948,184.62
14/10/1948,184.52
13/10/1948,183.84
11/10/1948,182.41
09/10/1948,182.09
08/10/1948,182.02
07/10/1948,182.52
06/10/1948,181.72
05/10/1948,181.23
04/10/1948,181.7
02/10/1948,180.78
01/10/1948,179.87
30/09/1948,178.3
29/09/1948,179.04
28/09/1948,177.54
27/09/1948,175.99
24/09/1948,179.28
23/09/1948,178.77
22/09/1948,179.16
21/09/1948,178.61
20/09/1948,177.37
17/09/1948,180.06
16/09/1948,180.69
15/09/1948,180.62
14/09/1948,180.63
13/09/1948,179.38
10/09/1948,180.61
09/09/1948,180.33
08/09/1948,182.9
07/09/1948,185.36
03/09/1948,184.35
02/09/1948,184.39
01/09/1948,183.6
31/08/1948,181.71
30/08/1948,182.09
27/08/1948,183.21
26/08/1948,182.52
25/08/1948,182.41
24/08/1948,182.58
23/08/1948,181.75
20/08/1948,183.6
19/08/1948,182.57
18/08/1948,182.12
17/08/1948,182.15
16/08/1948,180.3
13/08/1948,179.63
12/08/1948,179.63
11/08/1948,179.27
10/08/1948,180.02
09/08/1948,182.26
06/08/1948,183.01
05/08/1948,182.92
04/08/1948,183.06
03/08/1948,180.98
02/08/1948,181.13
30/07/1948,181.33
29/07/1948,183.57
28/07/1948,185.15
27/07/1948,186.09
26/07/1948,184.17
23/07/1948,185.31
22/07/1948,185.29
21/07/1948,184.44
20/07/1948,183.57
19/07/1948,181.2
16/07/1948,185.9
15/07/1948,187.7
14/07/1948,190.66
13/07/1948,190.36
12/07/1948,191.47
09/07/1948,191.62
08/07/1948,190.58
07/07/1948,190.06
06/07/1948,190.55
02/07/1948,190.06
01/07/1948,189.03
30/06/1948,189.46
29/06/1948,188.49
28/06/1948,187.9
25/06/1948,190
24/06/1948,190.87
23/06/1948,190.73
22/06/1948,189.66
21/06/1948,189.71
18/06/1948,191.65
17/06/1948,192.15
16/06/1948,192.34
15/06/1948,193.16
14/06/1948,192.86
11/06/1948,192.96
10/06/1948,192.5
09/06/1948,192.56
08/06/1948,192.16
07/06/1948,190.13
04/06/1948,190.18
03/06/1948,191.05
02/06/1948,191.32
01/06/1948,191.18
28/05/1948,190.74
27/05/1948,190.97
26/05/1948,191.06
25/05/1948,189.71
24/05/1948,189.82
22/05/1948,190
21/05/1948,189.78
20/05/1948,189.26
19/05/1948,188.28
18/05/1948,188.56
17/05/1948,190.44
15/05/1948,190.25
14/05/1948,188.6
13/05/1948,184.82
12/05/1948,183.95
11/05/1948,183.75
10/05/1948,182.94
08/05/1948,182.5
07/05/1948,182.29
06/05/1948,181.65
05/05/1948,180.94
04/05/1948,181.44
03/05/1948,181.09
01/05/1948,180.28
30/04/1948,180.51
29/04/1948,180.65
28/04/1948,181.01
27/04/1948,180.97
26/04/1948,181.32
24/04/1948,183.2
23/04/1948,183.78
22/04/1948,182.98
21/04/1948,181.37
20/04/1948,180.72
19/04/1948,181.05
17/04/1948,180.38
16/04/1948,180.63
15/04/1948,180.27
14/04/1948,179.13
13/04/1948,179.45
12/04/1948,179.05
10/04/1948,179.48
09/04/1948,179.16
08/04/1948,178.8
07/04/1948,178.33
06/04/1948,178.77
05/04/1948,177.92
03/04/1948,177.45
02/04/1948,177.32
01/04/1948,177.61
31/03/1948,177.2
30/03/1948,175.23
29/03/1948,173.65
27/03/1948,173.95
25/03/1948,174.05
24/03/1948,173.62
23/03/1948,173.5
22/03/1948,173.66
20/03/1948,173.12
19/03/1948,169.67
18/03/1948,166.92
17/03/1948,166.24
16/03/1948,165.39
15/03/1948,167.62
13/03/1948,167.62
12/03/1948,166.99
11/03/1948,167.21
10/03/1948,167.48
09/03/1948,166.76
08/03/1948,167.71
06/03/1948,168.94
05/03/1948,168.35
04/03/1948,168.13
03/03/1948,168.61
02/03/1948,168.75
01/03/1948,168.14
28/02/1948,167.3
27/02/1948,166.8
26/02/1948,167.56
25/02/1948,168.39
24/02/1948,167.8
21/02/1948,167.6
20/02/1948,167.44
19/02/1948,167.86
18/02/1948,168.04
17/02/1948,167.89
16/02/1948,168.3
14/02/1948,166.18
13/02/1948,166.33
11/02/1948,165.69
10/02/1948,165.65
09/02/1948,169.82
07/02/1948,169.79
06/02/1948,168.81
05/02/1948,169.18
04/02/1948,170.95
03/02/1948,173.95
02/02/1948,174.92
31/01/1948,175.05
30/01/1948,174.76
29/01/1948,174.47
28/01/1948,172.97
27/01/1948,171.42
26/01/1948,171.18
24/01/1948,171.67
23/01/1948,171.97
22/01/1948,172.15
21/01/1948,173.53
20/01/1948,175.27
19/01/1948,175.95
17/01/1948,177.24
16/01/1948,177.15
15/01/1948,177.03
14/01/1948,177.37
13/01/1948,177.49
12/01/1948,179.33
10/01/1948,180.2
09/01/1948,180.09
08/01/1948,180.6
07/01/1948,179.83
06/01/1948,179.12
05/01/1948,179.53
02/01/1948,181.04
31/12/1947,181.16
30/12/1947,180.56
29/12/1947,178.58
27/12/1947,179.23
26/12/1947,179.28
24/12/1947,180.84
23/12/1947,180.71
22/12/1947,180.21
20/12/1947,181.06
19/12/1947,180.09
18/12/1947,179.44
17/12/1947,179.81
16/12/1947,179.44
15/12/1947,179.69
13/12/1947,179.34
12/12/1947,178.37
11/12/1947,177.37
10/12/1947,177.58
09/12/1947,177.47
08/12/1947,176.71
06/12/1947,175.74
05/12/1947,176.1
04/12/1947,178.79
03/12/1947,179.63
02/12/1947,180.76
01/12/1947,180.61
29/11/1947,179.4
28/11/1947,179.51
26/11/1947,180.94
25/11/1947,181.35
24/11/1947,181.98
22/11/1947,182.33
21/11/1947,182.61
20/11/1947,183.17
19/11/1947,182.71
18/11/1947,181.71
17/11/1947,180.4
15/11/1947,180.26
14/11/1947,180.05
13/11/1947,180
12/11/1947,181.04
10/11/1947,182.21
08/11/1947,181.49
07/11/1947,181.54
06/11/1947,182
05/11/1947,181.89
03/11/1947,182.65
01/11/1947,182.48
31/10/1947,181.81
30/10/1947,181.32
29/10/1947,183.06
28/10/1947,183.21
27/10/1947,183.27
25/10/1947,182.73
24/10/1947,182.53
23/10/1947,184.5
22/10/1947,184.36
21/10/1947,185.09
20/10/1947,185.29
18/10/1947,184.25
17/10/1947,183.52
16/10/1947,183.54
15/10/1947,183.28
14/10/1947,182.73
11/10/1947,180.49
10/10/1947,180.44
09/10/1947,180.11
08/10/1947,178.78
07/10/1947,180.01
06/10/1947,180.08
04/10/1947,179.44
03/10/1947,179.53
02/10/1947,178.47
01/10/1947,178.1
30/09/1947,177.49
29/09/1947,175.85
26/09/1947,174.86
25/09/1947,175.29
24/09/1947,176.39
23/09/1947,176.04
22/09/1947,178.02
19/09/1947,178.12
18/09/1947,178.31
17/09/1947,178.73
16/09/1947,176.7
15/09/1947,175.3
12/09/1947,175.92
11/09/1947,176.16
10/09/1947,176.24
09/09/1947,175.32
08/09/1947,175.14
05/09/1947,177.13
04/09/1947,177.27
03/09/1947,179.09
02/09/1947,179.81
29/08/1947,178.85
28/08/1947,177.7
27/08/1947,177.88
26/08/1947,177.73
25/08/1947,177.57
22/08/1947,179.74
21/08/1947,179.42
20/08/1947,179.01
19/08/1947,179.75
18/08/1947,180.44
15/08/1947,181.04
14/08/1947,179.87
13/08/1947,179.8
12/08/1947,179.94
11/08/1947,178.98
08/08/1947,180.13
07/08/1947,182.11
06/08/1947,182.35
05/08/1947,183.08
04/08/1947,182.51
01/08/1947,183.81
31/07/1947,183.18
30/07/1947,180.91
29/07/1947,182.05
28/07/1947,184.95
25/07/1947,186.38
24/07/1947,186.85
23/07/1947,184.95
22/07/1947,183.78
21/07/1947,183.52
18/07/1947,184.6
17/07/1947,183.83
16/07/1947,185.46
15/07/1947,185.38
14/07/1947,185.6
11/07/1947,184.77
10/07/1947,182.8
09/07/1947,181.72
08/07/1947,182.66
07/07/1947,182.04
03/07/1947,181.73
02/07/1947,179.88
01/07/1947,180.33
30/06/1947,177.3
27/06/1947,176.56
26/06/1947,176.58
25/06/1947,175.73
24/06/1947,174.54
23/06/1947,177.44
20/06/1947,176.44
19/06/1947,176.14
18/06/1947,174.94
17/06/1947,174.98
16/06/1947,175.81
13/06/1947,175.49
12/06/1947,173.78
11/06/1947,174.68
10/06/1947,171.1
09/06/1947,169.88
06/06/1947,170.28
05/06/1947,169.41
04/06/1947,169.56
03/06/1947,170.35
02/06/1947,168
29/05/1947,169.25
28/05/1947,168.06
27/05/1947,166.17
26/05/1947,166.29
24/05/1947,166.97
23/05/1947,166.95
22/05/1947,166.73
21/05/1947,165.77
20/05/1947,163.59
19/05/1947,163.55
17/05/1947,163.21
16/05/1947,164.96
15/05/1947,167.88
14/05/1947,166.68
13/05/1947,167.34
12/05/1947,169.8
10/05/1947,171.67
09/05/1947,171.54
08/05/1947,171.56
07/05/1947,172.49
06/05/1947,172.77
05/05/1947,174.21
03/05/1947,174
02/05/1947,173.45
01/05/1947,171.91
30/04/1947,170.64
29/04/1947,168.7
28/04/1947,168.85
26/04/1947,169.13
25/04/1947,168.93
24/04/1947,170.19
23/04/1947,170.87
22/04/1947,170.94
21/04/1947,169.5
19/04/1947,168.44
18/04/1947,166.77
17/04/1947,168.01
16/04/1947,168.22
15/04/1947,166.82
14/04/1947,166.69
12/04/1947,171.76
11/04/1947,173.43
10/04/1947,173.98
09/04/1947,173.4
08/04/1947,173.29
07/04/1947,175.39
05/04/1947,176.71
03/04/1947,176.52
02/04/1947,177.32
01/04/1947,177.45
31/03/1947,177.2
29/03/1947,178.36
28/03/1947,178.63
27/03/1947,179.19
26/03/1947,177.1
25/03/1947,175.29
24/03/1947,176.4
22/03/1947,177.27
21/03/1947,176.9
20/03/1947,175.37
19/03/1947,175.78
18/03/1947,174.95
17/03/1947,173.35
15/03/1947,172.37
14/03/1947,172.58
13/03/1947,174.35
12/03/1947,174.68
11/03/1947,173.83
10/03/1947,175.18
08/03/1947,175.84
07/03/1947,177.05
06/03/1947,181.88
05/03/1947,181.16
04/03/1947,179.77
03/03/1947,179.43
01/03/1947,179.29
28/02/1947,178.9
27/02/1947,178.91
26/02/1947,177.22
25/02/1947,179.31
24/02/1947,181.4
21/02/1947,182.26
20/02/1947,180.74
19/02/1947,180.78
18/02/1947,181.93
17/02/1947,182.2
15/02/1947,181.36
14/02/1947,181.64
13/02/1947,182.18
11/02/1947,184.06
10/02/1947,183.57
08/02/1947,184.49
07/02/1947,183.74
06/02/1947,181.57
05/02/1947,182.52
04/02/1947,182.28
03/02/1947,181.92
01/02/1947,180.88
31/01/1947,180.44
30/01/1947,179.74
29/01/1947,180.17
28/01/1947,178.68
27/01/1947,177.28
25/01/1947,175.35
24/01/1947,175.49
23/01/1947,175.13
22/01/1947,173.77
21/01/1947,173.51
20/01/1947,174.06
18/01/1947,175.92
17/01/1947,174.76
16/01/1947,171.95
15/01/1947,172.1
14/01/1947,172.63
13/01/1947,172.49
11/01/1947,175.25
10/01/1947,177.43
09/01/1947,178.43
08/01/1947,178.06
07/01/1947,177.49
06/01/1947,178.43
04/01/1947,176.92
03/01/1947,176.76
02/01/1947,176.39
31/12/1946,177.2
30/12/1946,176.23
28/12/1946,175.77
27/12/1946,175.66
26/12/1946,175.21
24/12/1946,176.95
23/12/1946,177.36
21/12/1946,178.32
20/12/1946,177.85
19/12/1946,177.29
18/12/1946,174.84
17/12/1946,174.47
16/12/1946,174.85
14/12/1946,174.73
13/12/1946,173.9
12/12/1946,173.91
11/12/1946,176.07
10/12/1946,175.92
09/12/1946,175.76
07/12/1946,171.01
06/12/1946,170.39
05/12/1946,169.95
04/12/1946,170.33
03/12/1946,168.05
02/12/1946,167.5
30/11/1946,169.8
29/11/1946,169.78
27/11/1946,168.34
26/11/1946,166.94
25/11/1946,165.23
23/11/1946,165.1
22/11/1946,163.55
21/11/1946,164.12
20/11/1946,166.91
19/11/1946,167.88
18/11/1946,167.91
16/11/1946,169.03
15/11/1946,169.67
14/11/1946,170.88
13/11/1946,169.84
12/11/1946,170.87
09/11/1946,171.8
08/11/1946,170.79
07/11/1946,169.6
06/11/1946,168.88
04/11/1946,174.4
02/11/1946,172.53
01/11/1946,171.76
31/10/1946,169.15
30/10/1946,164.2
29/10/1946,164.21
28/10/1946,166.04
26/10/1946,168.44
25/10/1946,168.76
24/10/1946,169.98
23/10/1946,170.67
22/10/1946,171.25
21/10/1946,171.93
19/10/1946,171.34
18/10/1946,171.65
17/10/1946,171.76
16/10/1946,174.35
15/10/1946,175.94
14/10/1946,169.86
11/10/1946,167.97
10/10/1946,164.94
09/10/1946,163.12
08/10/1946,167.34
07/10/1946,168.87
05/10/1946,169
04/10/1946,169.8
03/10/1946,171.64
02/10/1946,172.72
01/10/1946,171.47
30/09/1946,172.42
27/09/1946,174.09
26/09/1946,174.96
25/09/1946,172.95
24/09/1946,168.89
23/09/1946,166.56
20/09/1946,169.06
19/09/1946,165.17
18/09/1946,169.07
17/09/1946,173.66
16/09/1946,174.45
13/09/1946,173.39
12/09/1946,171.7
11/09/1946,172.13
10/09/1946,167.3
09/09/1946,172.03
06/09/1946,179.96
05/09/1946,181.18
04/09/1946,176.72
03/09/1946,178.68
30/08/1946,189.19
29/08/1946,190.47
28/08/1946,190.03
27/08/1946,191.04
26/08/1946,196.99
23/08/1946,197.75
22/08/1946,196.66
21/08/1946,200
20/08/1946,201.27
19/08/1946,200.19
16/08/1946,200.69
15/08/1946,202.49
14/08/1946,203.99
13/08/1946,204.52
12/08/1946,203.36
09/08/1946,203.57
08/08/1946,204.1
07/08/1946,202.96
06/08/1946,201.35
05/08/1946,201.93
02/08/1946,202.82
01/08/1946,202.26
31/07/1946,201.56
30/07/1946,199.4
29/07/1946,198.22
26/07/1946,197.63
25/07/1946,196.25
24/07/1946,195.37
23/07/1946,195.22
22/07/1946,200.54
19/07/1946,201.13
18/07/1946,201.86
17/07/1946,202.25
16/07/1946,200.71
15/07/1946,200.86
12/07/1946,204.2
11/07/1946,206.3
10/07/1946,207.56
09/07/1946,207.43
08/07/1946,206.62
05/07/1946,206.72
03/07/1946,207.06
02/07/1946,206.64
01/07/1946,206.47
28/06/1946,205.62
27/06/1946,205.03
26/06/1946,202.1
25/06/1946,202.54
24/06/1946,203.56
21/06/1946,203.09
20/06/1946,200.52
19/06/1946,205.74
18/06/1946,207.71
17/06/1946,210.13
14/06/1946,210.36
13/06/1946,210.56
12/06/1946,208.96
11/06/1946,209.05
10/06/1946,210.68
07/06/1946,209.96
06/06/1946,209.5
05/06/1946,209.78
04/06/1946,210.03
03/06/1946,211.47
31/05/1946,212.28
29/05/1946,212.5
28/05/1946,211.7
27/05/1946,209.42
24/05/1946,207.69
23/05/1946,208.05
22/05/1946,208
21/05/1946,207.25
20/05/1946,207.13
18/05/1946,205.8
17/05/1946,206.56
16/05/1946,206.17
15/05/1946,205.07
14/05/1946,206.69
13/05/1946,207.34
11/05/1946,208.06
10/05/1946,207.1
09/05/1946,204.07
08/05/1946,204.17
07/05/1946,203.51
06/05/1946,200.65
04/05/1946,202.52
03/05/1946,203.25
02/05/1946,204.98
01/05/1946,205.67
30/04/1946,206.77
29/04/1946,206.09
27/04/1946,206.13
26/04/1946,204.59
25/04/1946,204.6
24/04/1946,206.13
23/04/1946,207.31
22/04/1946,207.99
20/04/1946,208.06
18/04/1946,208.31
17/04/1946,207.93
16/04/1946,207.97
15/04/1946,206.01
13/04/1946,206.02
12/04/1946,206.96
11/04/1946,206.93
10/04/1946,208.02
09/04/1946,208.03
08/04/1946,205.43
06/04/1946,204.98
05/04/1946,204.04
04/04/1946,204.77
03/04/1946,203.12
02/04/1946,199.83
01/04/1946,199.19
30/03/1946,199.75
29/03/1946,199.56
28/03/1946,198.18
27/03/1946,198.73
26/03/1946,200.56
25/03/1946,200.55
23/03/1946,198.09
22/03/1946,197.19
21/03/1946,196.7
20/03/1946,195.53
19/03/1946,194.09
18/03/1946,195.33
16/03/1946,193.94
15/03/1946,191.66
14/03/1946,189.98
13/03/1946,190.36
12/03/1946,193.52
11/03/1946,192.89
09/03/1946,194.45
08/03/1946,193.7
07/03/1946,191.46
06/03/1946,190.28
05/03/1946,190.49
04/03/1946,188.46
02/03/1946,188.73
01/03/1946,189.42
28/02/1946,190.09
27/02/1946,189.06
26/02/1946,186.02
25/02/1946,187.23
21/02/1946,195.62
20/02/1946,192.38
19/02/1946,196.13
18/02/1946,201.63
16/02/1946,204.41
15/02/1946,203.09
14/02/1946,199.75
13/02/1946,198.74
11/02/1946,201.14
09/02/1946,202.3
08/02/1946,204.38
07/02/1946,205.09
06/02/1946,205.48
05/02/1946,206.61
04/02/1946,205.84
02/02/1946,206.97
01/02/1946,205.79
31/01/1946,204.67
30/01/1946,204.84
29/01/1946,205.35
28/01/1946,204.62
26/01/1946,199.85
25/01/1946,199.5
24/01/1946,200.04
23/01/1946,198.84
22/01/1946,197.35
21/01/1946,196.63
19/01/1946,200.21
18/01/1946,202.18
17/01/1946,203.49
16/01/1946,203.81
15/01/1946,202.97
14/01/1946,201.93
12/01/1946,199.44
11/01/1946,200.04
10/01/1946,199.16
09/01/1946,197.33
08/01/1946,194.65
07/01/1946,191.77
05/01/1946,191.47
04/01/1946,190.9
03/01/1946,191.25
02/01/1946,191.66
31/12/1945,192.91
29/12/1945,192.84
28/12/1945,192.43
27/12/1945,192.31
26/12/1945,192.76
22/12/1945,190.67
21/12/1945,189.07
20/12/1945,189.36
19/12/1945,190.62
18/12/1945,190.98
17/12/1945,190.37
15/12/1945,193.76
14/12/1945,193.34
13/12/1945,193.52
12/12/1945,193.96
11/12/1945,195.82
10/12/1945,195.64
08/12/1945,195.18
07/12/1945,194.08
06/12/1945,193.84
05/12/1945,193.08
04/12/1945,193.06
03/12/1945,193.65
01/12/1945,192.4
30/11/1945,191.46
29/11/1945,189.58
28/11/1945,189.99
27/11/1945,190.45
26/11/1945,188.16
24/11/1945,186.41
23/11/1945,187.82
21/11/1945,189.54
20/11/1945,192.12
19/11/1945,191.51
17/11/1945,192.27
16/11/1945,192.13
15/11/1945,191.13
14/11/1945,189.77
13/11/1945,190.56
10/11/1945,191.37
09/11/1945,191.46
08/11/1945,191.72
07/11/1945,192.04
05/11/1945,189.5
03/11/1945,188.58
02/11/1945,188.62
01/11/1945,188.84
31/10/1945,186.6
30/10/1945,184.16
29/10/1945,184.24
26/10/1945,185.39
25/10/1945,184.54
24/10/1945,183.72
23/10/1945,186.15
22/10/1945,187.06
20/10/1945,185.6
19/10/1945,185.34
18/10/1945,186.78
17/10/1945,186.1
16/10/1945,185.49
15/10/1945,185.51
11/10/1945,185.72
10/10/1945,186.05
09/10/1945,185.43
08/10/1945,185.46
06/10/1945,184.77
05/10/1945,183.94
04/10/1945,183.06
03/10/1945,183.33
02/10/1945,183.85
01/10/1945,183.37
29/09/1945,181.71
28/09/1945,180.11
27/09/1945,178.57
26/09/1945,178.95
25/09/1945,179.42
24/09/1945,179.51
22/09/1945,179.49
21/09/1945,179.69
20/09/1945,180.22
19/09/1945,179.51
18/09/1945,177.58
17/09/1945,174.75
15/09/1945,175.65
14/09/1945,177.74
13/09/1945,178.59
12/09/1945,178.99
11/09/1945,177.77
10/09/1945,177.03
08/09/1945,176.99
07/09/1945,176.61
06/09/1945,175.96
05/09/1945,174.24
04/09/1945,173.9
31/08/1945,174.29
30/08/1945,172.37
29/08/1945,172.09
28/08/1945,172.32
27/08/1945,171.96
24/08/1945,169.89
23/08/1945,167.64
22/08/1945,164.54
21/08/1945,163.38
20/08/1945,163.11
17/08/1945,164.38
14/08/1945,164.79
13/08/1945,164.11
10/08/1945,165.14
09/08/1945,164.55
08/08/1945,161.83
07/08/1945,161.55
06/08/1945,163.19
03/08/1945,163.06
02/08/1945,162.49
01/08/1945,162.72
31/07/1945,162.88
30/07/1945,162.09
27/07/1945,160.92
26/07/1945,160.91
25/07/1945,163.44
24/07/1945,161.73
23/07/1945,161.65
20/07/1945,162.5
19/07/1945,162.81
18/07/1945,161.69
17/07/1945,162.43
16/07/1945,165.82
13/07/1945,166.67
12/07/1945,166.85
11/07/1945,166.59
10/07/1945,167.09
09/07/1945,166.55
06/07/1945,164.67
05/07/1945,164.26
03/07/1945,165.73
02/07/1945,165.91
30/06/1945,165.29
29/06/1945,164.57
28/06/1945,166.22
27/06/1945,168.78
26/06/1945,168.92
25/06/1945,168.59
23/06/1945,168.24
22/06/1945,167.9
21/06/1945,168.14
20/06/1945,167.74
19/06/1945,167.23
18/06/1945,166.94
16/06/1945,167.54
15/06/1945,167.64
14/06/1945,167.08
13/06/1945,166.75
12/06/1945,166.39
11/06/1945,166.25
09/06/1945,166.85
08/06/1945,166.83
07/06/1945,167.16
06/06/1945,167.29
05/06/1945,168.13
04/06/1945,168.08
02/06/1945,167.96
01/06/1945,168.08
31/05/1945,168.3
29/05/1945,169.08
28/05/1945,168.21
26/05/1945,166.4
25/05/1945,165.12
24/05/1945,164.41
23/05/1945,164.5
22/05/1945,165.91
21/05/1945,165.99
19/05/1945,166.44
18/05/1945,166.17
17/05/1945,165.2
16/05/1945,164.5
15/05/1945,164
14/05/1945,163.45
12/05/1945,163.96
11/05/1945,163.21
10/05/1945,163.09
09/05/1945,165.24
08/05/1945,166.42
07/05/1945,166.53
05/05/1945,166.71
04/05/1945,166.27
03/05/1945,165.84
02/05/1945,165.03
01/05/1945,165.09
30/04/1945,165.44
28/04/1945,164.71
27/04/1945,163.94
26/04/1945,163.22
25/04/1945,163.91
24/04/1945,164.31
23/04/1945,163.58
21/04/1945,163.2
20/04/1945,162.83
19/04/1945,163.18
18/04/1945,163.83
17/04/1945,162.6
16/04/1945,162.43
13/04/1945,159.75
12/04/1945,158.48
11/04/1945,158.06
10/04/1945,156.51
09/04/1945,156.1
07/04/1945,156.33
06/04/1945,155.85
05/04/1945,154.99
04/04/1945,155.96
03/04/1945,156.2
02/04/1945,155.86
31/03/1945,154.41
29/03/1945,154.06
28/03/1945,153.79
27/03/1945,152.78
26/03/1945,152.27
24/03/1945,154.36
23/03/1945,155.45
22/03/1945,155.07
21/03/1945,155.3
20/03/1945,156.37
19/03/1945,157.89
17/03/1945,158.75
16/03/1945,158.92
15/03/1945,158.53
14/03/1945,157.83
13/03/1945,157.59
12/03/1945,157.88
10/03/1945,157.21
09/03/1945,156.34
08/03/1945,158.86
07/03/1945,161.52
06/03/1945,161.5
05/03/1945,160.68
03/03/1945,159.71
02/03/1945,159.95
01/03/1945,160.72
28/02/1945,160.4
27/02/1945,159.3
26/02/1945,158.41
24/02/1945,158.69
23/02/1945,158.99
21/02/1945,159.66
20/02/1945,159.57
19/02/1945,159.01
17/02/1945,158.23
16/02/1945,158.23
15/02/1945,158.24
14/02/1945,157.08
13/02/1945,156.34
10/02/1945,154.85
09/02/1945,154.75
08/02/1945,155.54
07/02/1945,155.71
06/02/1945,155.5
05/02/1945,155.35
03/02/1945,154.76
02/02/1945,154.45
01/02/1945,153.79
31/01/1945,153.67
30/01/1945,153.45
29/01/1945,154.06
27/01/1945,154.13
26/01/1945,153.3
25/01/1945,152.26
24/01/1945,151.35
23/01/1945,151.36
22/01/1945,152.03
20/01/1945,152.71
19/01/1945,153.84
18/01/1945,154.61
17/01/1945,155.33
16/01/1945,154.6
15/01/1945,154.76
